id,carat,cut,color,clarity,depth,table,price
25701,0.32,3,2,5,59.5,60.0,773
25702,0.3,2,1,2,62.9,57.0,675
25703,0.3,3,4,5,62.2,59.0,608
25704,0.54,3,3,5,61.0,60.0,1637
25705,0.76,2,1,5,61.6,56.0,3864
25706,2.15,4,5,3,63.4,56.0,12100
25707,1.01,2,2,4,62.2,57.0,7122
25708,0.51,2,1,6,61.9,54.0,2720
25709,1.0,4,3,6,63.4,57.0,8115
25710,1.11,3,3,5,61.0,59.0,5346
25711,1.01,4,1,5,64.0,56.0,6771
25712,0.91,2,3,4,62.3,55.0,4775
25713,0.3,3,0,4,61.2,59.0,732
25714,1.51,2,4,2,62.3,54.0,11163
25715,2.05,3,4,3,62.5,58.0,16431
25716,0.3,3,3,4,61.4,58.0,776
25717,0.51,1,1,7,62.0,60.5,1980
25718,0.52,2,0,2,61.8,56.0,1605
25719,0.78,3,1,4,62.5,57.0,3444
25720,0.83,2,2,2,62.0,55.0,3774
25721,0.26,4,3,7,62.5,55.0,486
25722,1.2,4,2,4,58.7,59.0,9574
25723,0.75,4,0,2,63.9,56.0,3085
25724,0.3,2,3,5,62.2,54.0,495
25725,1.02,3,5,5,62.0,58.0,4459
25726,0.3,2,4,6,62.3,57.0,665
25727,0.39,3,3,5,62.3,59.0,787
25728,1.59,3,1,4,61.2,58.0,17552
25729,0.36,2,0,4,60.8,57.0,1094
25730,0.4,1,5,2,63.9,57.0,596
25731,0.32,2,3,5,61.4,56.0,720
25732,0.71,3,1,6,62.7,60.0,3779
25733,1.36,3,2,3,61.4,59.0,6458
25734,0.33,2,4,5,61.8,54.0,539
25735,0.51,4,3,5,62.4,57.0,1438
25736,0.42,2,1,4,61.7,57.0,1014
25737,1.32,2,5,6,61.0,56.0,8501
25738,0.33,2,0,5,60.9,55.0,781
25739,0.74,3,6,2,61.6,59.0,1931
25740,0.9,1,5,5,62.4,65.0,3107
25741,0.76,1,6,2,63.8,57.0,1809
25742,0.4,2,5,4,61.9,55.0,919
25743,0.4,2,0,2,61.8,55.0,772
25744,0.31,2,1,7,61.4,56.0,766
25745,0.79,4,3,2,60.6,57.0,2793
25746,1.01,1,4,2,64.0,58.0,4116
25747,0.4,2,4,3,62.2,55.0,540
25748,0.31,2,2,6,61.4,55.0,1074
25749,2.02,1,3,3,57.5,61.0,12929
25750,1.01,4,0,3,60.5,58.0,4799
25751,0.56,4,1,5,61.1,57.0,1963
25752,0.32,2,0,2,62.7,54.0,756
25753,1.0,1,0,5,65.7,55.0,6163
25754,0.52,2,0,6,62.1,54.0,3373
25755,0.7,4,0,4,62.9,60.0,3231
25756,0.91,2,0,2,62.1,55.0,5535
25757,0.57,4,3,3,59.4,58.0,1214
25758,1.07,3,0,3,62.6,61.0,4949
25759,0.4,3,4,4,61.3,59.0,1021
25760,0.81,2,4,3,63.0,57.0,2313
25761,1.31,3,4,4,62.1,58.0,5722
25762,2.04,3,5,5,61.0,61.0,16768
25763,0.27,2,5,7,62.1,55.0,459
25764,2.08,1,5,3,57.0,63.0,11313
25765,0.54,2,6,6,62.2,54.0,1239
25766,1.05,4,3,5,61.7,55.0,5917
25767,1.0,3,2,3,60.4,58.0,3858
25768,0.3,3,3,4,62.2,59.0,605
25769,0.56,2,2,6,62.1,56.0,2510
25770,2.0,3,6,7,63.0,59.0,15214
25771,0.37,2,6,2,61.4,57.0,469
25772,0.42,2,2,6,61.5,56.0,1223
25773,0.74,2,2,4,61.7,56.0,3170
25774,1.05,2,6,3,61.3,56.0,4364
25775,0.55,2,3,6,61.2,56.0,2632
25776,0.73,2,3,4,61.6,57.0,3033
25777,0.77,3,2,2,60.8,59.0,2856
25778,1.01,4,3,7,63.0,61.0,7528
25779,1.03,0,3,3,65.6,58.0,3765
25780,0.7,2,2,6,62.7,54.0,4021
25781,1.02,3,2,3,61.1,62.0,4057
25782,1.26,3,0,2,59.5,59.0,7903
25783,0.31,1,3,7,63.1,57.0,707
25784,0.4,3,1,3,58.7,59.0,798
25785,0.57,4,3,5,59.9,54.6,1633
25786,1.2,2,6,4,61.3,56.0,5534
25787,0.72,2,2,4,62.0,56.0,2879
25788,2.03,2,3,3,61.1,57.0,17182
25789,1.01,4,2,5,63.1,56.0,6267
25790,1.03,3,2,5,62.6,58.0,5774
25791,0.3,4,4,4,63.2,58.0,630
25792,0.52,2,2,4,62.3,55.0,1778
25793,0.7,3,3,3,59.0,60.0,1814
25794,0.5,2,1,3,61.8,58.0,1104
25795,0.76,3,4,2,60.9,59.0,1915
25796,0.4,3,0,2,61.4,56.0,990
25797,1.58,3,3,4,62.4,60.0,14451
25798,0.42,3,3,4,60.5,59.0,921
25799,1.02,3,5,2,62.7,58.0,4227
25800,0.9,4,1,5,59.1,62.0,4580
25801,0.35,2,1,6,60.7,57.0,1116
25802,0.53,1,4,2,63.9,55.0,1132
25803,1.51,4,1,4,59.5,59.0,16129
25804,1.52,3,3,4,61.2,60.0,14424
25805,0.36,2,1,4,62.0,56.0,1094
25806,0.26,3,2,4,59.5,58.0,580
25807,0.71,4,0,0,59.7,63.0,1715
25808,0.54,3,1,2,61.4,60.0,1422
25809,0.6,2,4,4,61.6,56.0,1820
25810,0.9,2,3,3,60.7,57.0,4314
25811,1.5,2,6,2,61.1,56.7,7520
25812,1.2,4,5,7,59.9,55.0,6558
25813,2.0,0,0,2,64.8,58.0,15540
25814,1.54,2,3,5,61.2,56.0,13794
25815,0.4,3,3,2,59.3,59.0,702
25816,0.4,4,2,2,59.6,58.0,694
25817,1.09,4,0,3,63.4,59.0,3742
25818,0.27,2,4,5,60.5,57.0,509
25819,0.54,2,2,5,60.3,55.0,1662
25820,1.37,2,1,5,60.3,54.0,11314
25821,0.43,2,3,4,61.2,57.0,941
25822,0.4,0,0,2,65.1,55.0,644
25823,0.95,2,3,5,61.6,56.0,4549
25824,0.31,2,0,2,61.4,55.0,571
25825,0.31,3,2,2,60.6,60.0,663
25826,0.41,2,2,5,61.8,57.0,1107
25827,0.77,1,3,2,63.7,54.0,2373
25828,0.43,2,4,2,62.3,56.0,919
25829,0.36,2,0,5,62.5,55.0,773
25830,0.32,2,0,5,62.2,56.0,758
25831,0.71,0,2,3,65.2,55.5,2103
25832,0.63,3,4,6,61.3,61.0,2177
25833,1.51,4,2,2,59.4,57.0,10838
25834,0.59,4,1,2,61.3,58.0,1748
25835,0.33,2,1,4,62.3,53.8,771
25836,1.28,3,6,2,61.9,56.0,5290
25837,0.58,4,1,5,61.9,58.0,1656
25838,0.36,4,3,7,59.5,56.0,858
25839,0.32,2,2,7,62.1,54.0,739
25840,0.51,3,0,2,60.1,60.0,1687
25841,0.34,2,2,6,61.6,56.0,1174
25842,0.95,2,3,2,60.7,56.0,4469
25843,0.38,2,0,2,62.3,57.0,581
25844,0.56,2,0,5,62.1,57.0,1963
25845,0.26,2,3,4,62.1,54.0,456
25846,0.39,2,1,6,62.1,54.0,1183
25847,0.33,3,5,5,62.6,58.0,594
25848,0.79,1,2,3,64.3,60.0,1943
25849,1.0,3,1,2,61.2,58.0,5040
25850,0.52,4,1,5,60.3,60.0,1689
25851,0.32,3,1,2,62.2,57.0,720
25852,0.32,2,2,5,61.1,57.0,645
25853,0.7,1,2,2,63.8,58.0,2121
25854,0.9,0,2,4,66.2,55.0,4183
25855,0.34,2,4,4,62.7,57.0,596
25856,0.7,1,2,5,62.6,61.0,2591
25857,0.76,3,0,3,58.8,57.0,2706
25858,1.24,1,3,4,60.2,63.0,9405
25859,0.28,3,4,6,61.5,58.0,646
25860,0.6,4,4,5,60.8,60.0,1557
25861,0.73,2,2,2,62.6,55.0,2737
25862,0.75,2,0,2,62.3,57.0,2903
25863,0.38,2,4,4,60.6,57.0,1117
25864,0.51,4,2,6,62.6,57.0,2223
25865,1.75,2,3,5,62.1,57.0,16803
25866,0.3,2,3,1,62.6,56.0,794
25867,0.57,2,3,4,59.3,57.0,1942
25868,0.9,3,2,3,62.3,57.0,3704
25869,1.05,3,4,5,59.0,59.0,5468
25870,2.01,4,6,3,63.3,56.0,10490
25871,0.59,4,3,3,60.6,56.0,1210
25872,0.42,4,0,2,62.3,58.0,784
25873,1.2,2,4,3,62.6,58.0,5613
25874,1.02,3,5,3,62.0,59.0,3856
25875,0.57,2,3,4,60.3,57.0,1876
25876,0.4,4,2,7,63.0,57.0,963
25877,1.3,4,4,2,63.4,57.0,6307
25878,0.59,3,0,4,61.9,58.0,2326
25879,0.32,3,4,4,62.4,58.0,561
25880,1.08,3,3,3,62.3,56.0,4627
25881,0.33,4,2,4,59.3,56.0,668
25882,0.81,3,3,2,63.0,60.0,2832
25883,1.62,4,4,2,62.2,58.0,11351
25884,0.23,4,0,6,62.4,58.0,530
25885,0.33,4,2,4,59.1,60.0,772
25886,0.61,4,0,2,62.4,59.0,1622
25887,0.5,4,4,1,61.3,60.0,1706
25888,0.33,3,4,5,61.3,60.0,668
25889,1.01,3,3,5,62.0,59.0,6108
25890,1.53,3,5,4,62.4,59.0,10924
25891,2.22,1,5,3,62.7,61.2,14285
25892,0.7,3,1,2,62.7,59.0,2777
25893,0.77,2,2,5,61.2,57.0,3052
25894,0.76,3,6,4,61.1,58.0,2148
25895,0.9,1,2,4,62.8,60.0,4898
25896,0.43,3,2,4,62.5,58.0,1056
25897,0.55,2,2,5,62.0,56.0,1636
25898,1.02,2,3,3,62.6,58.0,4363
25899,0.54,2,0,2,62.9,57.0,1786
25900,1.21,3,4,2,60.5,60.0,4743
25901,1.0,2,4,3,62.6,56.0,4256
25902,0.35,2,3,4,61.9,55.0,706
25903,0.72,3,6,2,60.9,57.0,1579
25904,0.33,4,6,4,62.8,58.0,434
25905,1.0,1,5,2,63.7,64.0,3920
25906,0.38,2,0,5,60.8,57.0,787
25907,0.39,4,3,7,63.4,57.0,956
25908,1.7,3,3,2,62.4,59.0,9777
25909,1.73,4,5,2,60.9,59.0,11554
25910,1.2,3,4,5,62.8,59.0,6666
25911,1.09,2,0,2,62.8,54.0,6259
25912,1.03,4,4,2,63.3,57.0,4932
25913,1.51,4,3,2,59.6,60.0,11029
25914,0.3,2,2,5,61.1,56.0,605
25915,0.42,2,3,4,61.3,57.0,984
25916,0.79,2,1,2,62.1,54.0,3107
25917,1.2,3,5,4,59.9,59.0,6250
25918,0.55,4,2,2,63.3,58.0,1449
25919,2.01,3,0,3,61.8,59.0,17235
25920,1.53,4,4,5,62.5,61.0,11722
25921,0.31,3,1,2,62.6,60.0,698
25922,0.27,3,0,7,62.2,59.0,799
25923,1.01,1,3,3,63.7,59.0,4060
25924,1.03,2,4,2,62.3,56.0,4603
25925,0.5,0,1,4,55.3,65.0,1890
25926,0.32,2,2,3,61.7,56.0,720
25927,1.18,2,5,4,62.2,55.0,6272
25928,0.53,4,0,5,63.4,55.0,1825
25929,0.71,3,1,5,61.3,59.0,2630
25930,0.3,3,3,6,61.7,58.0,1013
25931,0.6,2,2,7,60.8,57.0,2856
25932,0.3,3,0,5,61.0,60.0,710
25933,2.1,2,4,3,63.1,55.0,18462
25934,0.31,2,1,2,61.1,55.0,516
25935,1.0,3,2,3,61.1,61.0,4452
25936,0.32,2,2,5,61.5,55.0,828
25937,0.51,4,2,5,63.2,58.0,1417
25938,1.02,3,1,2,62.8,58.0,5429
25939,0.3,3,4,2,62.2,60.0,540
25940,0.51,2,3,7,62.7,55.0,1976
25941,1.27,2,6,3,62.6,57.0,4779
25942,0.3,2,3,6,61.4,58.0,764
25943,0.31,3,2,6,59.7,59.0,801
25944,0.31,2,2,2,60.5,57.0,663
25945,0.84,0,3,4,55.6,64.0,2724
25946,1.28,2,4,5,62.3,56.0,7098
25947,0.3,2,1,5,62.0,55.0,658
25948,1.0,1,1,3,64.0,54.0,4026
25949,0.7,4,3,2,62.0,61.0,2234
25950,2.02,3,6,5,61.1,58.0,12832
25951,1.11,3,2,3,62.5,59.0,4134
25952,0.32,3,2,5,59.5,61.0,828
25953,0.35,3,4,4,61.7,59.0,788
25954,0.33,4,4,2,63.0,58.0,475
25955,0.32,1,0,3,64.1,54.0,441
25956,0.39,0,1,5,65.4,57.0,1049
25957,0.52,2,0,5,61.8,55.0,1822
25958,0.51,2,4,2,62.1,55.0,1331
25959,1.16,2,3,3,61.5,54.0,5301
25960,0.41,1,1,3,63.4,58.0,638
25961,0.31,3,3,3,60.3,59.0,408
25962,0.3,4,2,2,63.5,59.0,641
25963,0.52,2,1,5,61.1,55.0,1815
25964,0.38,4,3,5,60.1,61.0,766
25965,0.74,2,5,4,60.7,55.0,2609
25966,0.31,2,0,2,63.0,55.0,732
25967,0.9,0,0,3,64.5,61.0,3473
25968,1.08,2,1,2,61.5,55.0,7672
25969,0.41,2,4,4,61.9,56.0,1061
25970,0.6,2,0,2,62.3,57.0,1840
25971,1.01,3,2,2,62.3,58.0,5345
25972,1.0,3,0,4,61.0,58.0,7280
25973,0.23,1,2,6,58.1,52.0,458
25974,1.04,4,2,3,62.8,55.0,4244
25975,1.11,3,5,0,61.8,59.0,3183
25976,0.31,2,1,2,62.7,54.0,698
25977,1.0,4,5,2,59.3,63.0,3360
25978,0.97,3,5,5,62.2,56.0,3948
25979,0.33,2,2,5,61.6,56.0,854
25980,0.55,2,2,4,61.3,57.0,1809
25981,1.52,2,1,2,62.0,56.0,12907
25982,0.27,4,1,4,62.3,54.0,463
25983,0.4,3,2,4,60.3,60.0,982
25984,1.13,2,3,5,62.7,56.0,6891
25985,0.51,4,1,6,62.2,60.0,2579
25986,1.1,3,0,3,62.4,58.0,4725
25987,0.94,2,1,3,61.1,55.0,3915
25988,1.29,3,5,4,63.0,57.0,6877
25989,1.5,3,0,0,61.7,62.0,6300
25990,0.41,4,5,7,63.5,57.0,1061
25991,0.4,4,3,6,60.6,58.0,1008
25992,0.61,2,3,4,62.6,55.0,2309
25993,0.31,3,1,7,61.9,58.0,816
25994,1.08,3,3,3,62.9,59.0,4627
25995,0.83,2,2,3,59.5,57.0,2386
25996,0.39,2,1,4,60.8,56.0,914
25997,0.5,1,2,4,61.5,61.0,1613
25998,1.07,2,2,2,61.9,56.0,5264
25999,0.37,4,3,5,60.7,57.0,649
26000,0.31,1,1,2,63.3,55.0,544
26001,0.28,4,4,4,61.9,56.0,429
26002,0.46,4,3,4,62.8,57.0,1049
26003,0.35,2,1,2,61.2,57.0,788
26004,1.01,1,2,7,63.6,60.0,6932
26005,1.07,2,1,3,62.2,55.0,5325
26006,0.67,3,3,2,60.5,60.0,1914
26007,1.31,2,5,4,64.3,59.0,6573
26008,1.0,0,1,3,67.0,53.0,3136
26009,0.34,2,1,4,62.4,55.0,1033
26010,0.3,2,4,4,62.1,54.0,526
26011,0.53,2,2,2,61.9,55.0,1639
26012,0.31,4,0,2,62.9,57.0,571
26013,0.33,3,3,4,60.3,58.0,621
26014,1.01,3,1,5,62.2,58.0,6968
26015,1.25,3,0,2,62.4,58.0,7924
26016,0.71,2,5,2,62.2,55.0,2376
26017,0.33,2,3,7,61.3,56.0,730
26018,0.48,2,2,3,61.0,57.0,918
26019,0.31,2,0,2,62.5,53.0,684
26020,0.5,4,3,2,60.8,63.0,1171
26021,0.37,2,3,5,61.5,56.0,833
26022,1.01,4,2,2,59.8,59.0,4890
26023,0.71,4,3,2,60.2,58.0,2604
26024,0.78,2,3,3,61.7,54.0,2485
26025,1.2,3,6,2,60.7,60.0,4514
26026,0.35,2,5,7,62.3,57.0,614
26027,1.01,2,5,2,62.3,59.0,4518
26028,0.71,2,2,2,61.6,56.0,2416
26029,1.24,2,2,5,61.7,53.0,8983
26030,2.01,3,4,2,62.3,58.0,17235
26031,0.3,2,1,6,60.1,57.0,956
26032,0.5,1,1,5,64.1,58.0,1299
26033,1.51,4,4,2,59.9,55.0,9218
26034,1.16,3,5,3,62.1,58.0,4326
26035,1.01,1,4,3,57.9,59.0,3903
26036,0.71,2,1,2,62.0,56.0,2308
26037,0.32,2,0,4,61.4,57.0,814
26038,0.32,2,3,4,62.5,57.0,718
26039,0.51,2,1,3,63.0,56.0,1170
26040,0.36,4,0,3,63.0,59.0,501
26041,0.52,4,5,4,61.5,56.3,1262
26042,0.71,3,2,5,62.1,58.0,2777
26043,0.4,2,3,7,62.6,57.0,931
26044,0.91,1,5,3,60.2,59.0,3034
26045,1.03,2,5,2,61.1,55.0,4782
26046,0.3,4,2,5,63.2,59.0,642
26047,0.3,4,4,6,63.0,56.0,684
26048,1.51,2,4,4,61.2,58.0,10186
26049,0.3,3,2,4,61.0,58.0,570
26050,1.02,3,2,3,60.3,59.0,4318
26051,2.07,2,6,5,62.2,56.0,11500
26052,0.31,2,0,5,61.9,56.0,942
26053,0.53,2,3,3,62.4,56.0,1093
26054,0.7,2,5,7,62.1,56.0,2353
26055,1.21,3,3,5,63.0,58.0,7318
26056,0.71,2,2,3,60.7,57.0,2291
26057,2.01,4,5,5,62.7,58.0,16626
26058,1.37,3,3,3,62.4,58.0,6260
26059,0.28,2,2,1,61.9,56.0,787
26060,1.12,2,3,5,62.2,54.0,7193
26061,0.7,0,4,4,59.6,66.0,2395
26062,0.38,3,0,5,58.8,61.0,1117
26063,0.52,1,1,5,58.3,61.0,1673
26064,1.71,3,5,2,60.2,58.0,11104
26065,0.34,2,3,5,61.5,56.0,596
26066,0.54,2,5,2,61.4,56.0,1114
26067,0.41,2,2,4,62.0,56.0,1007
26068,0.24,4,0,4,61.4,58.0,419
26069,1.54,2,5,5,60.7,56.0,7848
26070,0.33,2,0,4,61.0,56.0,1077
26071,0.32,3,0,5,62.9,59.0,842
26072,1.52,0,3,5,55.2,66.0,10623
26073,0.39,3,2,2,60.1,59.0,823
26074,0.41,2,2,5,62.7,57.0,1107
26075,2.0,0,4,2,61.2,50.0,13764
26076,0.78,4,0,5,62.2,56.0,3668
26077,1.54,3,3,5,61.1,59.0,12308
26078,0.34,2,0,5,60.6,57.0,1033
26079,0.35,3,2,2,61.7,58.0,748
26080,1.11,1,6,1,58.3,62.0,5361
26081,0.7,3,2,2,62.9,59.0,2423
26082,0.31,2,0,5,61.6,55.0,804
26083,0.58,2,0,7,62.1,57.0,2617
26084,0.34,3,4,6,61.1,59.0,995
26085,0.91,1,3,7,64.1,58.0,4464
26086,0.9,1,0,2,63.9,57.0,3689
26087,1.01,3,2,2,62.6,58.0,5202
26088,1.0,3,2,3,58.2,59.0,4480
26089,0.38,2,3,7,61.9,55.6,929
26090,1.52,3,6,4,61.2,59.0,8366
26091,0.41,2,1,6,60.9,55.0,1431
26092,0.3,4,3,2,62.1,58.0,432
26093,1.11,2,3,4,62.1,57.0,7917
26094,0.5,4,3,7,62.8,57.0,1764
26095,0.7,2,6,4,62.8,56.0,2000
26096,1.22,3,3,2,61.8,58.0,6777
26097,0.38,3,0,4,58.2,58.0,1064
26098,0.64,2,3,4,62.3,54.0,2155
26099,0.41,1,2,2,63.7,58.0,904
26100,0.51,4,0,5,63.7,55.0,1599
26101,0.58,3,4,3,59.0,61.0,1066
26102,1.09,2,3,7,61.2,57.0,8295
26103,1.01,1,2,3,63.6,59.0,4072
26104,0.43,3,3,6,62.0,59.0,1264
26105,0.5,1,3,7,63.9,58.0,1806
26106,0.44,4,1,7,60.7,57.0,1274
26107,0.92,4,0,3,61.6,58.0,4327
26108,1.79,3,3,2,60.5,58.0,14127
26109,1.5,3,3,7,61.2,59.0,12821
26110,0.31,2,3,7,62.1,54.0,677
26111,0.9,3,4,2,61.4,60.0,3387
26112,0.91,2,5,5,62.2,59.0,3726
26113,0.41,4,2,5,63.2,57.0,1107
26114,0.82,3,5,1,61.2,60.0,3224
26115,0.3,2,0,2,61.6,57.0,709
26116,1.07,2,6,2,60.8,56.0,3775
26117,2.01,3,1,3,58.9,60.0,17179
26118,0.5,2,1,4,62.0,58.0,1755
26119,1.0,0,5,3,66.8,56.0,2743
26120,0.31,2,3,4,61.5,56.0,625
26121,2.13,2,4,2,62.2,55.0,18275
26122,2.29,3,3,3,60.1,58.0,13711
26123,0.31,4,1,5,62.6,56.0,680
26124,1.05,4,4,3,63.8,58.0,4112
26125,0.62,4,0,2,61.3,58.0,1949
26126,2.28,1,6,2,63.7,55.0,14350
26127,1.5,1,5,3,65.0,55.0,6364
26128,0.7,4,3,2,62.8,56.0,2304
26129,0.61,2,1,0,63.4,57.0,1255
26130,1.77,4,3,2,63.1,57.0,11796
26131,0.78,4,0,2,62.5,58.0,3258
26132,1.74,2,3,5,62.9,57.0,16316
26133,0.32,3,4,6,61.5,59.0,730
26134,0.59,4,2,5,61.6,56.0,1784
26135,0.47,3,3,2,58.5,60.0,1055
26136,1.14,2,6,4,61.5,57.0,5392
26137,0.35,4,3,4,62.9,58.0,706
26138,0.36,2,2,2,60.1,56.0,600
26139,0.52,3,0,2,61.5,55.0,1651
26140,0.3,2,2,6,61.9,55.0,1041
26141,1.8,2,2,2,61.9,56.0,14814
26142,1.16,2,5,3,62.6,56.0,4560
26143,1.57,2,4,2,60.5,57.0,10521
26144,0.72,2,3,3,60.8,57.0,2449
26145,0.33,2,0,6,60.5,56.0,1257
26146,0.26,2,1,6,62.0,56.0,599
26147,0.9,1,2,3,64.3,57.0,3267
26148,0.7,2,0,7,61.4,56.0,5539
26149,1.0,0,3,3,64.9,57.0,3027
26150,0.72,2,5,7,62.8,57.0,2594
26151,0.9,3,4,4,63.0,62.0,3838
26152,1.76,3,6,4,62.0,58.0,11177
26153,1.2,4,4,2,63.3,56.0,4637
26154,0.31,3,3,7,62.2,59.0,907
26155,1.01,4,3,4,62.8,58.0,6152
26156,1.5,1,1,2,63.0,54.0,11368
26157,0.5,0,3,3,65.6,56.0,1035
26158,0.32,4,1,2,63.4,56.0,672
26159,0.35,2,3,7,61.8,55.0,756
26160,0.54,2,0,2,62.1,56.0,1786
26161,0.33,4,1,7,59.8,58.7,893
26162,1.55,2,1,2,62.3,56.0,12646
26163,1.13,2,1,2,62.2,55.0,6682
26164,1.81,3,3,2,62.3,58.0,11854
26165,0.31,1,3,5,63.5,58.0,544
26166,0.89,2,3,7,61.7,55.0,4062
26167,1.5,3,2,0,62.6,57.0,4096
26168,0.3,2,0,2,62.2,56.0,709
26169,1.52,3,5,4,60.6,57.0,10300
26170,1.04,3,2,3,62.8,60.0,4013
26171,1.5,3,2,2,62.6,60.0,10962
26172,1.5,1,1,5,63.7,56.0,13653
26173,0.36,2,2,4,61.9,56.0,789
26174,1.02,1,3,5,63.6,57.0,5816
26175,0.41,2,5,5,61.2,56.0,1056
26176,1.7,3,5,7,62.1,59.0,11775
26177,0.9,3,2,3,59.7,60.0,3951
26178,0.33,2,1,5,62.3,56.0,723
26179,0.74,1,1,2,62.8,61.0,2906
26180,3.11,0,6,0,65.9,57.0,9823
26181,0.56,2,6,5,62.0,56.0,1224
26182,0.46,3,1,4,61.7,59.0,1372
26183,1.02,1,3,6,63.6,58.0,8005
26184,0.32,1,0,2,63.8,56.0,589
26185,0.29,1,2,4,64.4,54.0,504
26186,0.35,2,0,7,61.6,54.0,945
26187,0.3,2,2,5,62.0,54.0,776
26188,1.83,4,5,4,61.9,57.0,13587
26189,0.72,1,4,2,63.7,59.0,2398
26190,0.28,2,2,7,61.5,57.0,787
26191,0.31,2,3,1,61.0,56.0,924
26192,0.31,2,4,2,61.2,58.0,417
26193,0.33,2,1,6,60.9,56.0,984
26194,0.51,2,2,6,62.0,57.0,2787
26195,1.22,3,3,2,61.2,60.0,6449
26196,0.9,3,2,2,62.5,62.0,3881
26197,0.42,3,2,2,62.7,55.0,992
26198,1.7,0,3,5,64.5,58.0,14860
26199,2.01,4,5,4,63.0,59.0,18500
26200,1.06,2,3,2,62.0,56.0,5253
26201,1.51,1,5,5,62.2,59.0,8951
26202,1.02,2,2,4,61.0,56.0,8157
26203,0.52,3,4,4,61.4,57.0,1577
26204,1.23,2,3,3,61.6,55.0,3788
26205,1.01,4,4,2,61.2,60.0,5433
26206,0.7,4,4,5,63.0,55.4,2513
26207,0.41,4,1,6,62.9,59.0,1367
26208,0.73,3,3,7,62.2,56.0,2919
26209,1.01,4,3,5,61.6,56.0,5839
26210,0.93,3,2,5,62.1,59.0,4961
26211,0.37,4,4,6,61.9,55.0,774
26212,0.56,2,4,2,60.3,58.0,1253
26213,1.21,4,2,5,61.6,58.0,8505
26214,1.0,3,3,2,60.2,59.0,4427
26215,0.7,2,3,6,62.3,57.0,3123
26216,0.57,2,1,5,61.9,57.0,1851
26217,0.7,3,4,4,60.6,59.0,2636
26218,1.52,2,6,2,61.9,56.0,8131
26219,1.5,3,4,3,60.2,59.0,5937
26220,0.3,2,2,6,62.4,54.0,802
26221,0.72,2,2,5,61.1,56.0,2607
26222,0.32,2,2,5,61.9,56.0,828
26223,0.27,4,2,5,63.3,58.0,470
26224,0.39,3,1,5,62.5,60.0,889
26225,0.44,2,1,5,61.5,56.0,1073
26226,0.32,2,0,7,61.3,55.8,1048
26227,1.05,2,3,4,61.1,56.0,7523
26228,2.26,4,4,3,63.2,58.0,13095
26229,0.71,2,1,5,61.1,56.0,3342
26230,1.6,2,1,3,62.7,53.9,10798
26231,0.31,2,0,5,61.8,57.0,734
26232,0.52,2,1,2,61.6,55.0,1555
26233,0.32,3,1,7,61.1,58.0,1080
26234,0.9,4,1,3,63.7,56.0,3482
26235,0.72,2,1,3,62.5,55.0,2530
26236,1.0,3,3,3,61.8,58.0,3808
26237,0.3,3,3,4,62.5,55.0,776
26238,1.7,2,1,2,60.1,57.0,14623
26239,1.01,3,2,6,62.5,58.0,7882
26240,0.41,3,4,7,59.8,60.0,999
26241,1.01,2,0,2,61.2,57.0,5543
26242,0.52,2,1,2,60.1,59.0,1389
26243,0.92,3,0,3,62.5,59.0,3550
26244,0.46,3,1,5,58.5,61.0,1173
26245,0.33,3,5,2,61.3,59.0,572
26246,0.8,4,5,3,60.7,56.0,2329
26247,0.7,4,1,2,60.9,59.0,2537
26248,0.56,4,1,4,62.7,60.0,1931
26249,1.01,2,3,3,63.2,57.0,4038
26250,0.56,2,3,4,61.2,54.0,1890
26251,1.04,4,3,5,61.1,56.0,6334
26252,0.31,1,1,2,63.4,55.0,544
26253,1.52,2,4,2,61.5,57.0,7729
26254,2.01,4,4,2,60.6,62.0,16582
26255,0.71,3,3,2,60.4,59.0,2352
26256,1.05,3,6,3,60.9,60.0,3457
26257,1.01,3,1,5,58.0,61.0,7240
26258,0.42,2,0,2,61.7,56.0,1040
26259,0.32,2,3,6,62.3,56.0,796
26260,1.52,3,2,2,62.6,59.0,11637
26261,0.31,4,3,4,63.0,57.0,625
26262,0.82,4,2,5,58.7,58.0,3621
26263,0.31,4,2,4,60.6,55.0,675
26264,0.26,2,2,4,60.9,57.0,452
26265,0.3,2,2,5,62.0,55.0,605
26266,0.58,2,1,7,60.9,56.0,2808
26267,2.01,4,5,2,62.8,60.0,14811
26268,0.7,4,2,7,61.6,63.0,3275
26269,1.01,0,5,2,65.5,58.0,3280
26270,0.7,2,4,6,61.7,54.0,2618
26271,1.7,3,3,7,61.5,60.0,17228
26272,0.54,2,4,6,60.4,55.0,1846
26273,0.25,2,3,4,62.7,56.0,454
26274,1.08,2,3,3,62.2,56.0,4627
26275,1.0,4,3,5,61.5,58.0,5860
26276,0.63,2,3,2,62.3,58.0,1711
26277,0.44,2,4,6,61.1,57.0,1124
26278,1.0,3,4,7,61.9,61.0,4312
26279,1.03,2,3,5,59.6,57.0,6146
26280,0.94,2,2,0,61.5,55.0,2571
26281,0.26,2,4,1,62.1,55.0,545
26282,0.54,3,2,5,62.4,58.0,1691
26283,2.68,3,3,0,58.6,60.0,8419
26284,0.34,3,2,4,60.0,59.0,905
26285,0.9,4,1,5,62.5,58.0,5305
26286,0.91,3,3,5,60.8,56.0,4357
26287,0.84,1,1,2,61.9,61.0,3577
26288,1.0,3,0,2,61.5,60.0,5390
26289,0.9,2,2,2,61.3,56.0,4724
